pwm.m1_pwm,pwm.m2_pwm,pwm.m3_pwm,pwm.m4_pwm
49190.0,46921.0,46537.0,39487.0
48074.0,44793.0,47308.0,43241.0
46981.0,46215.0,48092.0,41349.0
47266.0,46751.0,47886.0,40576.0
46180.0,45967.0,49375.0,41875.0
46615.0,47749.0,49465.0,40616.0
45766.0,47905.0,49899.0,41640.0
47199.0,46554.0,50173.0,43724.0
47462.0,49026.0,50976.0,41189.0
47769.0,49198.0,50682.0,42274.0
49638.0,47407.0,49204.0,45651.0
51219.0,49261.0,49335.0,43689.0
50467.0,48152.0,50884.0,46244.0
51239.0,49646.0,50690.0,45884.0
51438.0,51651.0,50973.0,44750.0
52570.0,48685.0,50914.0,48133.0
53067.0,47748.0,51095.0,50856.0
54038.0,50875.0,51057.0,48388.0
53886.0,50949.0,51687.0,49343.0
53899.0,50365.0,52100.0,50669.0
53976.0,51372.0,53318.0,50378.0
54044.0,51773.0,53732.0,51274.0
53643.0,53163.0,54567.0,50773.0
53876.0,53572.0,55020.0,51172.0
55514.0,53024.0,54302.0,52342.0
54687.0,54103.0,55879.0,52479.0
55364.0,54737.0,55921.0,52540.0
55607.0,55444.0,56251.0,52696.0
55890.0,56285.0,56685.0,52857.0
55776.0,56841.0,57602.0,53084.0
55667.0,57063.0,57819.0,53564.0
57701.0,57594.0,57049.0,54345.0
57455.0,57303.0,57580.0,55126.0
58803.0,57269.0,56752.0,55821.0
58995.0,56144.0,56239.0,56695.0
60392.0,55046.0,54972.0,57912.0
58367.0,55114.0,57389.0,58272.0
58153.0,56141.0,58208.0,57913.0
58000.0,55596.0,58309.0,58259.0
58697.0,56760.0,57524.0,57350.0
58266.0,56307.0,59001.0,58387.0
56768.0,55685.0,60318.0,58550.0
59257.0,56730.0,59049.0,58554.0
61480.0,56887.0,56835.0,58900.0
59114.0,57017.0,58738.0,57955.0
58521.0,57202.0,58681.0,57085.0
59067.0,57623.0,58822.0,56924.0
57701.0,56141.0,58481.0,56656.0
57319.0,54364.0,57850.0,57422.0
57634.0,52540.0,55720.0,56954.0
55136.0,52893.0,57390.0,55371.0
56592.0,52652.0,55166.0,55206.0
54180.0,50893.0,56348.0,55071.0
53757.0,51232.0,55942.0,53937.0
53610.0,53712.0,55510.0,50697.0
53014.0,53623.0,55198.0,49660.0
51633.0,52992.0,55830.0,49508.0
51626.0,53267.0,55676.0,48727.0
51964.0,51404.0,55198.0,49988.0
53357.0,51530.0,53182.0,49230.0
51353.0,48671.0,53896.0,50529.0
46557.0,49312.0,56315.0,48781.0
50525.0,46790.0,53484.0,50214.0
50940.0,49136.0,53001.0,48026.0
51800.0,45822.0,51270.0,50315.0
52625.0,47893.0,50350.0,48353.0
52408.0,46882.0,50738.0,48666.0
51467.0,50244.0,51072.0,45639.0
50009.0,48979.0,52347.0,46402.0
45654.0,52053.0,55806.0,43094.0
49130.0,49285.0,53568.0,46990.0
45340.0,54604.0,55894.0,41858.0
47561.0,51382.0,55695.0,45989.0
50639.0,51332.0,54486.0,47467.0
47724.0,53272.0,57353.0,45341.0
50984.0,53055.0,55117.0,46765.0
50893.0,50828.0,55927.0,50267.0
53721.0,52672.0,54600.0,49327.0
55217.0,51790.0,51353.0,52031.0
54949.0,54275.0,53207.0,49688.0
54489.0,51800.0,55304.0,50875.0
55322.0,53831.0,54071.0,50121.0
55883.0,55675.0,54004.0,48692.0
54961.0,58167.0,54643.0,47399.0
56126.0,56254.0,54786.0,49594.0
56353.0,57269.0,54086.0,49193.0
55530.0,55400.0,55153.0,51294.0
54299.0,55503.0,56696.0,50627.0
52672.0,57077.0,58388.0,49735.0
53312.0,57312.0,58628.0,50704.0
55394.0,56791.0,57806.0,52666.0
55938.0,57259.0,57803.0,52580.0
58333.0,58299.0,54905.0,53394.0
58186.0,56354.0,55511.0,54660.0
58484.0,56385.0,55009.0,54701.0
55756.0,56586.0,58439.0,54691.0
56875.0,58812.0,57529.0,53893.0
57348.0,57377.0,58024.0,55509.0
57727.0,57119.0,57376.0,55502.0
58213.0,58137.0,56719.0,54909.0
57106.0,58464.0,58158.0,54366.0
58082.0,57982.0,57189.0,54578.0
60527.0,56800.0,52852.0,56234.0
57346.0,57651.0,56853.0,55039.0
56630.0,58477.0,57453.0,54409.0
55855.0,59635.0,58506.0,53014.0
56802.0,59087.0,57622.0,52417.0
57287.0,59388.0,57095.0,52428.0
